76, [s0.0_00, s0.0_10, s0.0_01, s0.1_00, s0.1_10, s0.1_01, s0.2_00, s0.2_10, s0.2_01, s0.3_00, s0.3_10, s0.3_01, s0.4_00, s0.4_10, s0.4_01, s1.0_00, s1.0_10, s1.0_01, s1.1_00, s1.1_10, s1.1_01, s1.2_00, s1.2_10, s1.2_01, s1.3_00, s1.3_10, s1.3_01, s1.4_00, s1.4_10, s1.4_01, s2.0_00, s2.0_10, s2.0_01, s2.1_00, s2.1_10, s2.1_01, s2.2_00, s2.2_10, s2.2_01, s2.3_00, s2.3_10, s2.3_01, s2.4_00, s2.4_10, s2.4_01, s3.0_00, s3.0_10, s3.0_01, s3.1_00, s3.1_10, s3.1_01, s3.2_00, s3.2_10, s3.2_01, s3.3_00, s3.3_10, s3.3_01, s3.4_00, s3.4_10, s3.4_01, s4.0_00, s4.0_10, s4.0_01, s4.1_00, s4.1_10, s4.1_01, s4.2_00, s4.2_10, s4.2_01, s4.3_00, s4.3_10, s4.3_01, s4.4_00, s4.4_10, s4.4_01, exit]
1, [e1]
7, [North, South, East, West, Sample, Check0, Check1]
3, [Bad, Good, Nothing]

0, []

# Transition function (s,a,s -> p)
6,28,1 -> 0.356689
6,29,1 -> 0.643311
6,29,0 -> 0.356689
6,30,0 -> 0.806274
6,30,1 -> 0.193726
6,31,0 -> 0.806274
6,31,1 -> 0.193726
6,32,1 -> 0.806274
6,32,0 -> 0.193726
6,33,0 -> 0.853553
6,33,1 -> 0.146447
6,34,0 -> 0.853553
6,34,1 -> 0.146447
6,35,1 -> 0.853553
6,35,0 -> 0.146447
6,36,0 -> 0.806274
6,36,1 -> 0.193726
6,37,0 -> 0.806274
6,37,1 -> 0.193726
6,38,1 -> 0.806274
6,38,0 -> 0.193726
6,39,0 -> 0.730361
6,39,1 -> 0.269639
6,40,0 -> 0.730361
6,40,1 -> 0.269639
6,41,1 -> 0.730361
6,41,0 -> 0.269639
6,42,0 -> 0.667109
6,42,1 -> 0.332891
6,43,0 -> 0.667109
6,43,1 -> 0.332891
6,44,1 -> 0.667109
6,44,0 -> 0.332891
6,45,0 -> 0.853553
6,45,1 -> 0.146447
6,46,0 -> 0.853553
6,46,1 -> 0.146447
6,47,1 -> 0.853553
6,47,0 -> 0.146447
6,48,0 -> 1.0
6,48,1 -> 0.0
6,49,0 -> 1.0
6,49,1 -> 0.0
6,50,1 -> 1.0
6,50,0 -> 0.0
6,51,0 -> 0.853553
6,51,1 -> 0.146447
6,52,0 -> 0.853553
6,52,1 -> 0.146447
6,53,1 -> 0.853553
6,53,0 -> 0.146447
6,54,0 -> 0.75
6,54,1 -> 0.25
6,55,0 -> 0.75
6,55,1 -> 0.25
6,56,1 -> 0.75
6,56,0 -> 0.25
6,57,0 -> 0.676777
6,57,1 -> 0.323223
6,58,0 -> 0.676777
6,58,1 -> 0.323223
6,59,1 -> 0.676777
6,59,0 -> 0.323223
6,60,0 -> 0.806274
6,60,1 -> 0.193726
6,61,0 -> 0.806274
6,61,1 -> 0.193726
6,62,1 -> 0.806274
6,62,0 -> 0.193726
6,63,0 -> 0.853553
6,63,1 -> 0.146447
6,64,0 -> 0.853553
6,64,1 -> 0.146447
6,65,1 -> 0.853553
6,65,0 -> 0.146447
6,66,0 -> 0.806274
6,66,1 -> 0.193726
6,67,0 -> 0.806274
6,67,1 -> 0.193726
6,68,1 -> 0.806274
6,68,0 -> 0.193726
6,69,0 -> 0.730361
6,69,1 -> 0.269639
6,70,0 -> 0.730361
6,70,1 -> 0.269639
6,71,1 -> 0.730361
6,71,0 -> 0.269639
6,72,0 -> 0.667109
6,72,1 -> 0.332891
6,73,0 -> 0.667109
6,73,1 -> 0.332891
6,74,1 -> 0.667109
6,74,0 -> 0.332891
_,75,2 -> 1

# Reward function (s,a -> r)
12,2 -> 10
13,2 -> 10
14,2 -> 10
27,2 -> 10
28,2 -> 10
29,2 -> 10
36,4 -> -10
37,4 -> 10
38,4 -> -10
42,2 -> 10
43,2 -> 10
44,2 -> 10
48,4 -> -10
49,4 -> -10
50,4 -> 10
57,2 -> 10
58,2 -> 10
59,2 -> 10
72,2 -> 10
73,2 -> 10
74,2 -> 10

# Initial tuples (n,s)
0,1
0,2
