64, [s0.0_000, s0.0_100, s0.0_010, s0.0_001, s0.0_110, s0.0_101, s0.0_011, s0.1_000, s0.1_100, s0.1_010, s0.1_001, s0.1_110, s0.1_101, s0.1_011, s0.2_000, s0.2_100, s0.2_010, s0.2_001, s0.2_110, s0.2_101, s0.2_011, s1.0_000, s1.0_100, s1.0_010, s1.0_001, s1.0_110, s1.0_101, s1.0_011, s1.1_000, s1.1_100, s1.1_010, s1.1_001, s1.1_110, s1.1_101, s1.1_011, s1.2_000, s1.2_100, s1.2_010, s1.2_001, s1.2_110, s1.2_101, s1.2_011, s2.0_000, s2.0_100, s2.0_010, s2.0_001, s2.0_110, s2.0_101, s2.0_011, s2.1_000, s2.1_100, s2.1_010, s2.1_001, s2.1_110, s2.1_101, s2.1_011, s2.2_000, s2.2_100, s2.2_010, s2.2_001, s2.2_110, s2.2_101, s2.2_011, exit]
1, [e1]
8, [North, South, East, West, Sample, Check0, Check1, Check2]
3, [Bad, Good, Nothing]

0, []

# Transition function (s,a,s -> p)
7,19,0 -> 0.312393
7,20,1 -> 0.687607
7,20,0 -> 0.312393
7,21,0 -> 0.75
7,21,1 -> 0.25
7,22,0 -> 0.75
7,22,1 -> 0.25
7,23,0 -> 0.75
7,23,1 -> 0.25
7,24,1 -> 0.75
7,24,0 -> 0.25
7,25,0 -> 0.75
7,25,1 -> 0.25
7,26,1 -> 0.75
7,26,0 -> 0.25
7,27,1 -> 0.75
7,27,0 -> 0.25
7,28,0 -> 1.0
7,28,1 -> 0.0
7,29,0 -> 1.0
7,29,1 -> 0.0
7,30,0 -> 1.0
7,30,1 -> 0.0
7,31,1 -> 1.0
7,31,0 -> 0.0
7,32,0 -> 1.0
7,32,1 -> 0.0
7,33,1 -> 1.0
7,33,0 -> 0.0
7,34,1 -> 1.0
7,34,0 -> 0.0
7,35,0 -> 0.75
7,35,1 -> 0.25
7,36,0 -> 0.75
7,36,1 -> 0.25
7,37,0 -> 0.75
7,37,1 -> 0.25
7,38,1 -> 0.75
7,38,0 -> 0.25
7,39,0 -> 0.75
7,39,1 -> 0.25
7,40,1 -> 0.75
7,40,0 -> 0.25
7,41,1 -> 0.75
7,41,0 -> 0.25
7,42,0 -> 0.687607
7,42,1 -> 0.312393
7,43,0 -> 0.687607
7,43,1 -> 0.312393
7,44,0 -> 0.687607
7,44,1 -> 0.312393
7,45,1 -> 0.687607
7,45,0 -> 0.312393
7,46,0 -> 0.687607
7,46,1 -> 0.312393
7,47,1 -> 0.687607
7,47,0 -> 0.312393
7,48,1 -> 0.687607
7,48,0 -> 0.312393
7,49,0 -> 0.75
7,49,1 -> 0.25
7,50,0 -> 0.75
7,50,1 -> 0.25
7,51,0 -> 0.75
7,51,1 -> 0.25
7,52,1 -> 0.75
7,52,0 -> 0.25
7,53,0 -> 0.75
7,53,1 -> 0.25
7,54,1 -> 0.75
7,54,0 -> 0.25
7,55,1 -> 0.75
7,55,0 -> 0.25
7,56,0 -> 0.687607
7,56,1 -> 0.312393
7,57,0 -> 0.687607
7,57,1 -> 0.312393
7,58,0 -> 0.687607
7,58,1 -> 0.312393
7,59,1 -> 0.687607
7,59,0 -> 0.312393
7,60,0 -> 0.687607
7,60,1 -> 0.312393
7,61,1 -> 0.687607
7,61,0 -> 0.312393
7,62,1 -> 0.687607
7,62,0 -> 0.312393
_,63,2 -> 1

# Reward function (s,a -> r)
7,4 -> -10
8,4 -> 10
9,4 -> -10
10,4 -> -10
11,4 -> 10
12,4 -> 10
13,4 -> -10
14,4 -> -10
15,4 -> -10
16,4 -> 10
17,4 -> -10
18,4 -> 10
19,4 -> -10
20,4 -> 10
14,2 -> 10
15,2 -> 10
16,2 -> 10
17,2 -> 10
18,2 -> 10
19,2 -> 10
20,2 -> 10
28,4 -> -10
29,4 -> -10
30,4 -> -10
31,4 -> 10
32,4 -> -10
33,4 -> 10
34,4 -> 10
35,2 -> 10
36,2 -> 10
37,2 -> 10
38,2 -> 10
39,2 -> 10
40,2 -> 10
41,2 -> 10
56,2 -> 10
57,2 -> 10
58,2 -> 10
59,2 -> 10
60,2 -> 10
61,2 -> 10
62,2 -> 10

# Initial tuples (n,s)
0,4
0,5
0,6
